Time,Overload,Underrange,Marker,LZF,LZFmax,LZFmax(t),LZFmin,LZFmin(t),LAF,LAFmax,LAFmax(t),LAFmin,LAFmin(t),LCF,LCFmax,LCFmax(t),LCFmin,LCFmin(t),LZS,LZSmax,LZSmax(t),LZSmin,LZSmin(t),LAS,LASmax,LASmax(t),LASmin,LASmin(t),LCS,LCSmax,LCSmax(t),LCSmin,LCSmin(t),LZI,LZImax,LZImax(t),LZImin,LZImin(t),LAI,LAImax,LAImax(t),LAImin,LAImin(t),LCI,LCImax,LCImax(t),LCImin,LCImin(t),LZeq(t),LAeq(t),LCeq(t),LZeq,LAeq,LCeq,LZE,LAE,LCE,LC - LA,LCeq - LAeq,LZIeq,LAIeq,LCIeq,LAIeq - LAeq,LZpk(t),LZpeak,LApk(t),LApeak,LCpk(t),LCpeak,LAtm5,LAtm5(t),LAtm5 - LAeq,LAF1,LAF5,LAF10,LAF50,LAF90,LAF95,LAF99,
s,,,,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,
42.375,,,,109.294662475586,110.532775878906,109.531639099121,76.8421096801758,108.73323059082,109.191207885742,110.530899047852,109.396835327148,63.8340148925781,108.587951660156,109.176567077637,110.41136932373,109.422744750977,75.2361907958984,108.625,109.148666381836,110.454833984375,109.182556152344,99.7814178466797,109.083030700684,109.018486022949,110.472717285156,109.04801940918,99.5819244384766,108.947113037109,109.034225463867,110.330383300781,109.06925201416,99.6532516479492,108.968879699707,110.287742614746,110.376739501953,110.345947265625,101.685859680176,110.25212097168,110.141990661621,110.257431030273,110.19758605957,101.706680297852,110.124664306641,110.186584472656,110.269592285156,110.245727539063,101.560958862305,110.142585754395,108.865112304688,108.765075683594,108.740844726563,108.491394042969,108.34147644043,108.37818145752,124.762489318848,124.612571716309,124.649276733398,-0.0242340490221977,0.0367042310535908,109.837532043457,109.680892944336,109.73365020752,1.33941471576691,120.72297668457,120.933563232422,121.723617553711,121.952087402344,120.623184204102,120.788467407227,109.313270568848,109.381706237793,0.971796035766602,109.300003051758,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.2300415039063,65.3040008544922,
42.5,,,,109.188751220703,110.532775878906,109.51904296875,76.8421096801758,108.740539550781,109.063636779785,110.530899047852,109.38688659668,63.8340148925781,108.580612182617,109.070770263672,110.41136932373,109.410995483398,75.2361907958984,108.629516601563,109.134819030762,110.454833984375,109.180816650391,99.7814178466797,109.083824157715,109.001647949219,110.472717285156,109.04670715332,99.5819244384766,108.946517944336,109.020393371582,110.330383300781,109.067718505859,99.6532516479492,108.97038269043,110.252410888672,110.376739501953,110.35587310791,101.685859680176,110.237953186035,110.130004882813,110.257431030273,110.234481811523,101.706680297852,110.116004943848,110.141059875488,110.269592285156,110.243881225586,101.560958862305,110.126411437988,109.016868591309,108.857711791992,108.903198242188,108.493034362793,108.343086242676,108.379821777344,124.776916503906,124.626983642578,124.663703918457,0.0454938001930714,0.0367330983281136,109.838806152344,109.682281494141,109.734893798828,1.33919370174408,120.768394470215,120.933563232422,121.780731201172,121.952087402344,120.619956970215,120.788467407227,109.313270568848,109.381706237793,0.970184326171875,109.300003051758,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.4150390625,65.3119964599609,
42.625,,,,109.070854187012,110.532775878906,109.536293029785,76.8421096801758,108.743667602539,108.935317993164,110.530899047852,109.399406433105,63.8340148925781,108.5908203125,108.954231262207,110.41136932373,109.424133300781,75.2361907958984,108.630897521973,109.120544433594,110.454833984375,109.18318939209,99.7814178466797,109.084480285645,108.986267089844,110.472717285156,109.048690795898,99.5819244384766,108.948143005371,109.006210327148,110.330383300781,109.069473266602,99.6532516479492,108.970581054688,110.313171386719,110.376739501953,110.37516784668,101.685859680176,110.253608703613,110.193725585938,110.257431030273,110.256843566895,101.706680297852,110.132148742676,110.204627990723,110.269592285156,110.266845703125,101.560958862305,110.142143249512,109.015350341797,108.87239074707,108.902130126953,108.494659423828,108.344734191895,108.381439208984,124.791305541992,124.641380310059,124.678085327148,0.0297437645494938,0.0367093868553638,109.840278625488,109.683876037598,109.736358642578,1.33913516998291,120.869102478027,120.933563232422,121.824234008789,121.952087402344,120.71842956543,120.788467407227,109.313270568848,109.381706237793,0.968534469604492,109.300003051758,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.5999984741211,65.3199996948242,
42.75,,,,108.762046813965,110.532775878906,109.545501708984,76.8421096801758,108.746948242188,108.650497436523,110.530899047852,109.406623840332,63.8340148925781,108.59497833252,108.638870239258,110.41136932373,109.433868408203,75.2361907958984,108.632690429688,109.086654663086,110.454833984375,109.185989379883,99.7814178466797,109.086502075195,108.955093383789,110.472717285156,109.051483154297,99.5819244384766,108.950256347656,108.97159576416,110.330383300781,109.072273254395,99.6532516479492,108.97159576416,110.290840148926,110.376739501953,110.365531921387,101.685859680176,110.256645202637,110.136299133301,110.257431030273,110.209358215332,101.706680297852,110.136299133301,110.186195373535,110.269592285156,110.261611938477,101.560958862305,110.147705078125,108.857276916504,108.74609375,108.737106323242,108.495758056641,108.345962524414,108.382530212402,124.805130004883,124.655319213867,124.691886901855,-0.00898811500519514,0.0365640036761761,109.841674804688,109.685272216797,109.737739562988,1.33929944038391,120.706489562988,120.933563232422,121.764373779297,121.952087402344,120.590972900391,120.788467407227,109.313270568848,109.381706237793,0.967304229736328,109.300003051758,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.629997253418,65.3280029296875,
42.875,,,,108.804809570313,110.532775878906,109.535377502441,76.8421096801758,108.749374389648,108.649017333984,110.530899047852,109.401634216309,63.8340148925781,108.593070983887,108.693389892578,110.41136932373,109.426498413086,75.2361907958984,108.639801025391,109.094993591309,110.454833984375,109.18571472168,99.7814178466797,109.087341308594,108.95866394043,110.472717285156,109.051956176758,99.5819244384766,108.950805664063,108.981285095215,110.330383300781,109.072303771973,99.6532516479492,108.973831176758,110.261840820313,110.376739501953,110.371597290039,101.685859680176,110.261840820313,110.143905639648,110.257431030273,110.256500244141,101.706680297852,110.139755249023,110.160003662109,110.269592285156,110.260330200195,101.560958862305,110.160003662109,109.201644897461,109.03092956543,109.098014831543,108.498001098633,108.348129272461,108.384796142578,124.820037841797,124.67017364502,124.706840515137,0.067081093788147,0.0366681404411793,109.842956542969,109.686668395996,109.739036560059,1.33854758739471,120.571899414063,120.933563232422,121.8203125,121.952087402344,120.454223632813,120.788467407227,109.313270568848,109.381706237793,0.965139389038086,109.300003051758,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.6600036621094,65.3359909057617,
43,,,,109.083633422852,110.532775878906,109.554588317871,76.8421096801758,108.758811950684,108.933975219727,110.530899047852,109.420082092285,63.8340148925781,108.609252929688,108.973831176758,110.41136932373,109.443405151367,75.2361907958984,108.64729309082,109.132110595703,110.454833984375,109.189140319824,99.7814178466797,109.090087890625,108.996704101563,110.472717285156,109.055679321289,99.5819244384766,108.95442199707,109.018585205078,110.330383300781,109.075393676758,99.6532516479492,108.97632598877,110.354019165039,110.395980834961,110.395980834961,101.685859680176,110.253639221191,110.23853302002,110.282432556152,110.282432556152,101.706680297852,110.13786315918,110.243865966797,110.285507202148,110.285507202148,101.560958862305,110.151069641113,109.423965454102,109.297416687012,109.311210632324,108.500991821289,108.351211547852,108.387794494629,124.835678100586,124.685897827148,124.722480773926,0.0137883424758911,0.0365856550633907,109.844528198242,109.688385009766,109.740592956543,1.33717441558838,120.857818603516,120.933563232422,121.912010192871,121.952087402344,120.786834716797,120.788467407227,109.313270568848,109.381706237793,0.962059020996094,109.300003051758,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.6900024414063,65.3440017700195,
43.125,,,,109.324256896973,110.532775878906,109.549453735352,76.8421096801758,108.760536193848,109.183547973633,110.530899047852,109.413726806641,63.8340148925781,108.607757568359,109.218078613281,110.41136932373,109.440353393555,75.2361907958984,108.650344848633,109.164245605469,110.454833984375,109.191474914551,99.7814178466797,109.091598510742,109.030258178711,110.472717285156,109.058120727539,99.5819244384766,108.95580291748,109.051300048828,110.330383300781,109.078125,99.6532516479492,108.978012084961,110.334335327148,110.395980834961,110.355033874512,101.685859680176,110.276710510254,110.182525634766,110.282432556152,110.233039855957,101.706680297852,110.162551879883,110.235046386719,110.285507202148,110.255554199219,101.560958862305,110.16584777832,109.38850402832,109.266311645508,109.279052734375,108.503845214844,108.35417175293,108.390663146973,124.851142883301,124.701454162598,124.73796081543,0.0127441445365548,0.0365011058747768,109.846038818359,109.689903259277,109.742111206055,1.33573985099792,120.90209197998,120.933563232422,121.934555053711,121.952087402344,120.75227355957,120.788467407227,109.313270568848,109.381706237793,0.959112167358398,109.300003051758,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.7199935913086,65.3519973754883,
43.25,,,,109.545356750488,110.532775878906,109.545356750488,76.8421096801758,108.74893951416,109.409210205078,110.530899047852,109.409210205078,63.8340148925781,108.602607727051,109.438293457031,110.41136932373,109.438293457031,75.2361907958984,108.639663696289,109.192184448242,110.454833984375,109.192184448242,99.7814178466797,109.091751098633,109.059135437012,110.472717285156,109.059135437012,99.5819244384766,108.956970214844,109.07935333252,110.330383300781,109.07935333252,99.6532516479492,108.977668762207,110.337280273438,110.395980834961,110.383697509766,101.685859680176,110.280448913574,110.21607208252,110.282432556152,110.263854980469,101.706680297852,110.13060760498,110.234443664551,110.285507202148,110.273979187012,101.560958862305,110.180320739746,109.356109619141,109.230850219727,109.243461608887,108.506576538086,108.356971740723,108.39338684082,124.866424560547,124.716835021973,124.75325012207,0.0126118026673794,0.0364165566861629,109.847534179688,109.691513061523,109.743614196777,1.33454918861389,120.860710144043,120.933563232422,121.833847045898,121.952087402344,120.670349121094,120.788467407227,109.313270568848,109.381706237793,0.956298828125,109.355003356934,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.7500076293945,65.3600006103516,
43.375,,,,109.322952270508,110.532775878906,109.553421020508,76.8421096801758,108.756950378418,109.216079711914,110.530899047852,109.415756225586,63.8340148925781,108.606483459473,109.204620361328,110.41136932373,109.445152282715,75.2361907958984,108.647796630859,109.161979675293,110.454833984375,109.194229125977,99.7814178466797,109.095039367676,109.032623291016,110.472717285156,109.060882568359,99.5819244384766,108.9599609375,109.047821044922,110.330383300781,109.081359863281,99.6532516479492,108.981903076172,110.305488586426,110.395980834961,110.362991333008,101.685859680176,110.265899658203,110.153305053711,110.282432556152,110.208168029785,101.706680297852,110.135589599609,110.205146789551,110.285507202148,110.263664245605,101.560958862305,110.16234588623,108.888305664063,108.78670501709,108.763595581055,108.507720947266,108.358268737793,108.394500732422,124.880111694336,124.730667114258,124.766891479492,-0.0231106486171484,0.0362288914620876,109.848930358887,109.692924499512,109.745018005371,1.33465123176575,120.674652099609,120.933563232422,121.707344055176,121.952087402344,120.531021118164,120.788467407227,109.313270568848,109.381706237793,0.955001831054688,109.35400390625,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.7799987792969,65.3680038452148,
43.5,,,,109.225227355957,110.532775878906,109.547897338867,76.8421096801758,108.760101318359,109.095458984375,110.530899047852,109.412796020508,63.8340148925781,108.601745605469,109.109466552734,110.41136932373,109.440086364746,75.2361907958984,108.650665283203,109.150833129883,110.454833984375,109.19506072998,99.7814178466797,109.096298217773,109.018013000488,110.472717285156,109.061645507813,99.5819244384766,108.960372924805,109.037109375,110.330383300781,109.082336425781,99.6532516479492,108.983375549316,110.284072875977,110.395980834961,110.387283325195,101.685859680176,110.269485473633,110.158477783203,110.282432556152,110.262687683105,101.706680297852,110.144393920898,110.18049621582,110.285507202148,110.276550292969,101.560958862305,110.16584777832,109.052894592285,108.890899658203,108.943130493164,108.509384155273,108.359901428223,108.396179199219,124.894287109375,124.744789123535,124.781074523926,0.052229642868042,0.0362804494798183,109.850242614746,109.6943359375,109.74633026123,1.33443546295166,120.86353302002,120.933563232422,121.785972595215,121.952087402344,120.728866577148,120.788467407227,109.313270568848,109.381706237793,0.953371047973633,109.353004455566,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.8099975585938,65.3759994506836,
43.625,,,,109.117752075195,110.532775878906,109.573120117188,76.8421096801758,108.780075073242,108.974906921387,110.530899047852,109.433349609375,63.8340148925781,108.622924804688,108.999565124512,110.41136932373,109.463256835938,75.2361907958984,108.665130615234,109.140090942383,110.454833984375,109.19979095459,99.7814178466797,109.101142883301,109.005241394043,110.472717285156,109.065818786621,99.5819244384766,108.964950561523,109.02579498291,110.330383300781,109.08683013916,99.6532516479492,108.986671447754,110.357971191406,110.419425964355,110.419425964355,101.685859680176,110.285224914551,110.221946716309,110.284271240234,110.284271240234,101.706680297852,110.16064453125,110.235122680664,110.299186706543,110.299186706543,101.560958862305,110.181518554688,109.061393737793,108.910919189453,108.942794799805,108.511077880859,108.36157989502,108.397842407227,124.908432006836,124.758941650391,124.795196533203,0.0318764373660088,0.0362670458853245,109.851791381836,109.695938110352,109.747817993164,1.33435916900635,120.640647888184,120.933563232422,121.894134521484,121.952087402344,120.54670715332,120.788467407227,109.313270568848,109.381706237793,0.951692581176758,109.352005004883,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.8399963378906,65.3839950561523,
43.75,,,,108.813697814941,110.532775878906,109.580963134766,76.8421096801758,108.791412353516,108.695724487305,110.530899047852,109.439613342285,63.8340148925781,108.63606262207,108.69059753418,110.41136932373,109.468322753906,75.2361907958984,108.677658081055,109.109237670898,110.454833984375,109.206237792969,99.7814178466797,109.108123779297,108.976654052734,110.472717285156,109.071197509766,99.5819244384766,108.971183776855,108.994262695313,110.330383300781,109.09245300293,99.6532516479492,108.994255065918,110.322425842285,110.419425964355,110.395980834961,101.685859680176,110.300636291504,110.169944763184,110.284271240234,110.242149353027,101.706680297852,110.165603637695,110.217781066895,110.299186706543,110.292007446289,101.560958862305,110.177749633789,108.903160095215,108.787239074707,108.783432006836,108.512252807617,108.362854003906,108.399002075195,124.922027587891,124.772644042969,124.808776855469,-0.00380607112310827,0.0361412465572357,109.853210449219,109.697372436523,109.749229431152,1.33451271057129,120.601684570313,120.933563232422,121.801330566406,121.952087402344,120.513626098633,120.788467407227,109.313270568848,109.381706237793,0.950414657592773,109.351005554199,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.870002746582,65.3919982910156,
43.875,,,,108.840103149414,110.532775878906,109.569618225098,76.8421096801758,108.786224365234,108.683380126953,110.530899047852,109.439559936523,63.8340148925781,108.629570007324,108.732383728027,110.41136932373,109.458679199219,75.2361907958984,108.676986694336,109.11767578125,110.454833984375,109.207748413086,99.7814178466797,109.109535217285,108.980712890625,110.472717285156,109.073440551758,99.5819244384766,108.972442626953,109.004592895508,110.330383300781,109.094734191895,99.6532516479492,108.996139526367,110.308715820313,110.419677734375,110.419677734375,101.685859680176,110.308715820313,110.177764892578,110.29061126709,110.29061126709,101.706680297852,110.173278808594,110.196907043457,110.307319641113,110.307319641113,101.560958862305,110.196907043457,109.224784851074,109.056457519531,109.125663757324,108.514450073242,108.365005493164,108.401252746582,124.936630249023,124.787170410156,124.823425292969,0.0692118108272552,0.0362515784800053,109.85457611084,109.698822021484,109.750579833984,1.33381736278534,120.707328796387,120.933563232422,121.945114135742,121.952087402344,120.591751098633,120.788467407227,109.313270568848,109.381706237793,0.948268890380859,109.350006103516,109.199996948242,109.099998474121,108.599998474121,108.099998474121,92.9000015258789,65.3999938964844,
44,,,,109.119789123535,110.532775878906,109.58423614502,76.8421096801758,108.785720825195,108.963562011719,110.530899047852,109.444869995117,63.8340148925781,108.634231567383,109.01203918457,110.41136932373,109.475250244141,75.2361907958984,108.676162719727,109.155624389648,110.454833984375,109.21174621582,99.7814178466797,109.11238861084,109.018783569336,110.472717285156,109.07691192627,99.5819244384766,108.975914001465,109.04273223877,110.330383300781,109.098587036133,99.6532516479492,108.998321533203,110.371627807617,110.419677734375,110.412559509277,101.685859680176,110.300476074219,110.247894287109,110.290946960449,110.290946960449,101.706680297852,110.171722412109,110.261497497559,110.307319641113,110.302368164063,101.560958862305,110.188018798828,109.452476501465,109.319198608398,109.340347290039,108.517425537109,108.368034362793,108.404228210449,124.951950073242,124.802558898926,124.838760375977,0.0211468879133463,0.0361979603767395,109.856140136719,109.700477600098,109.75212097168,1.3324488401413,120.721656799316,120.933563232422,121.890930175781,121.952087402344,120.662673950195,120.788467407227,109.313270568848,109.381706237793,0.945236206054688,109.348999023438,109.199996948242,109.099998474121,108.649993896484,108.099998474121,92.9300003051758,65.4080047607422,
44.125,,,,109.358581542969,110.532775878906,109.582206726074,76.8421096801758,108.794616699219,109.21858215332,110.530899047852,109.445610046387,63.8340148925781,108.636619567871,109.251853942871,110.41136932373,109.471832275391,75.2361907958984,108.687149047852,109.188583374023,110.454833984375,109.215553283691,99.7814178466797,109.114875793457,109.053886413574,110.472717285156,109.081298828125,99.5819244384766,108.977806091309,109.075927734375,110.330383300781,109.102401733398,99.6532516479492,109.002006530762,110.37663269043,110.419677734375,110.397232055664,101.685859680176,110.294227600098,110.224044799805,110.290946960449,110.244834899902,101.706680297852,110.172340393066,110.274551391602,110.307319641113,110.294921875,101.560958862305,110.183296203613,109.418197631836,109.300392150879,109.306594848633,108.520263671875,108.370979309082,108.407066345215,124.967109680176,124.817825317383,124.853912353516,0.00619385624304414,0.0360938124358654,109.857704162598,109.702056884766,109.753684997559,1.33108007907867,120.816116333008,120.933563232422,121.864463806152,121.952087402344,120.658103942871,120.788467407227,109.313270568848,109.381706237793,0.942289352416992,109.347999572754,109.199996948242,109.099998474121,108.699996948242,108.099998474121,92.9599990844727,65.4160003662109,
44.25,,,,109.58219909668,110.532775878906,109.58219909668,76.8421096801758,108.790504455566,109.444702148438,110.530899047852,109.444702148438,63.8340148925781,108.633491516113,109.472061157227,110.41136932373,109.472061157227,75.2361907958984,108.68098449707,109.218284606934,110.454833984375,109.218284606934,99.7814178466797,109.117347717285,109.084083557129,110.472717285156,109.084083557129,99.5819244384766,108.981033325195,109.105140686035,110.330383300781,109.105140686035,99.6532516479492,109.004058837891,110.376907348633,110.419677734375,110.408493041992,101.685859680176,110.323623657227,110.240676879883,110.290946960449,110.287971496582,101.706680297852,110.172485351563,110.276679992676,110.307319641113,110.30052947998,101.560958862305,110.220657348633,109.39510345459,109.26505279541,109.277770996094,108.522994995117,108.37378692627,108.409797668457,124.982131958008,124.832916259766,124.868927001953,0.0127276023849845,0.0360123515129089,109.859252929688,109.703674316406,109.755256652832,1.32989585399628,120.749145507813,120.933563232422,121.851593017578,121.952087402344,120.711585998535,120.788467407227,109.313270568848,109.381706237793,0.939485549926758,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,92.9900054931641,65.4239959716797,
44.375,,,,109.355545043945,110.532775878906,109.600830078125,76.8421096801758,108.802169799805,109.251831054688,110.530899047852,109.460327148438,63.8340148925781,108.651741027832,109.235305786133,110.41136932373,109.486763000488,75.2361907958984,108.688369750977,109.189346313477,110.454833984375,109.222885131836,99.7814178466797,109.123542785645,109.059371948242,110.472717285156,109.087997436523,99.5819244384766,108.9873046875,109.074600219727,110.330383300781,109.109069824219,99.6532516479492,109.008895874023,110.35717010498,110.419677734375,110.415969848633,101.685859680176,110.306137084961,110.204956054688,110.290946960449,110.260696411133,101.706680297852,110.170585632324,110.248878479004,110.308311462402,110.308311462402,101.560958862305,110.205017089844,108.92700958252,108.828437805176,108.799255371094,108.524185180664,108.375129699707,108.410942077637,124.995574951172,124.84651184082,124.88232421875,-0.0291784331202507,0.0358102433383465,109.860748291016,109.705169677734,109.756729125977,1.33004248142242,120.696670532227,120.933563232422,121.791854858398,121.952087402344,120.557388305664,120.788467407227,109.313270568848,109.381706237793,0.938140869140625,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.0199966430664,65.431999206543,
44.5,,,,109.240432739258,110.532775878906,109.570037841797,76.8421096801758,108.792579650879,109.113166809082,110.530899047852,109.444160461426,63.8340148925781,108.637237548828,109.119636535645,110.41136932373,109.460830688477,75.2361907958984,108.683692932129,109.175811767578,110.454833984375,109.221298217773,99.7814178466797,109.123756408691,109.042701721191,110.472717285156,109.087493896484,99.5819244384766,108.987197875977,109.060943603516,110.330383300781,109.108001708984,99.6532516479492,109.01050567627,110.297325134277,110.419677734375,110.40087890625,101.685859680176,110.282730102539,110.174652099609,110.290946960449,110.27912902832,101.706680297852,110.160713195801,110.184242248535,110.308311462402,110.287445068359,101.560958862305,110.169555664063,109.059860229492,108.900001525879,108.944869995117,108.525787353516,108.376693725586,108.412544250488,125.009391784668,124.860298156738,124.896133422852,0.0448706075549126,0.0358391143381596,109.862030029297,109.706565856934,109.757995605469,1.32986831665039,120.686187744141,120.933563232422,121.929138183594,121.952087402344,120.589912414551,120.788467407227,109.313270568848,109.381706237793,0.936576843261719,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.0499954223633,65.4400024414063,
44.625,,,,109.123748779297,110.532775878906,109.593292236328,76.8421096801758,108.797035217285,108.984939575195,110.530899047852,109.452674865723,63.8340148925781,108.638877868652,109.005462646484,110.41136932373,109.478607177734,75.2361907958984,108.684524536133,109.163017272949,110.454833984375,109.225242614746,99.7814178466797,109.126266479492,109.028587341309,110.472717285156,109.090698242188,99.5819244384766,108.99031829834,109.048301696777,110.330383300781,109.111053466797,99.6532516479492,109.012115478516,110.359809875488,110.423110961914,110.423110961914,101.685859680176,110.298782348633,110.24169921875,110.304977416992,110.304977416992,101.706680297852,110.177017211914,110.251068115234,110.314598083496,110.314598083496,101.560958862305,110.185592651367,109.069351196289,108.92497253418,108.95637512207,108.527412414551,108.37833404541,108.414161682129,125.023193359375,124.874114990234,124.909942626953,0.0313987731933594,0.035824678838253,109.863510131836,109.708168029785,109.759452819824,1.32982659339905,120.865707397461,120.933563232422,121.866744995117,121.952087402344,120.713577270508,120.788467407227,109.313270568848,109.381706237793,0.9349365234375,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.0800018310547,65.447998046875,
44.75,,,,108.81957244873,110.532775878906,109.603454589844,76.8421096801758,108.802215576172,108.706443786621,110.530899047852,109.460762023926,63.8340148925781,108.650451660156,108.698226928711,110.41136932373,109.492301940918,75.2361907958984,108.690979003906,109.131317138672,110.454833984375,109.230560302734,99.7814178466797,109.130844116211,108.999313354492,110.472717285156,109.095314025879,99.5819244384766,108.994338989258,109.016258239746,110.330383300781,109.116638183594,99.6532516479492,109.016258239746,110.347793579102,110.423110961914,110.422508239746,101.685859680176,110.303924560547,110.192474365234,110.304977416992,110.265419006348,101.706680297852,110.186088562012,110.246383666992,110.321739196777,110.321739196777,101.560958862305,110.194763183594,108.919639587402,108.805236816406,108.802505493164,108.52855682373,108.379585266113,108.415298461914,125.036483764648,124.887512207031,124.923233032227,-0.00273036328144372,0.0357071273028851,109.864944458008,109.709594726563,109.760894775391,1.33000421524048,120.720146179199,120.933563232422,121.778732299805,121.952087402344,120.57105255127,120.788467407227,109.313270568848,109.381706237793,0.933687210083008,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.1100006103516,65.4560012817383,
44.875,,,,108.856422424316,110.532775878906,109.58911895752,76.8421096801758,108.810157775879,108.700187683105,110.530899047852,109.453895568848,63.8340148925781,108.647094726563,108.747978210449,110.41136932373,109.481117248535,75.2361907958984,108.699272155762,109.140403747559,110.454833984375,109.231346130371,99.7814178466797,109.13313293457,109.003341674805,110.472717285156,109.096481323242,99.5819244384766,108.995361328125,109.026947021484,110.330383300781,109.117919921875,99.6532516479492,109.019317626953,110.31884765625,110.428916931152,110.428916931152,101.685859680176,110.31884765625,110.193634033203,110.306198120117,110.306198120117,101.706680297852,110.193634033203,110.208801269531,110.321739196777,110.316497802734,101.560958862305,110.208801269531,109.253005981445,109.079048156738,109.151168823242,108.53076171875,108.381698608398,108.417526245117,125.050804138184,124.901741027832,124.937576293945,0.0721275955438614,0.0358267426490784,109.866271972656,109.711013793945,109.76220703125,1.32931733131409,120.792861938477,120.933563232422,121.95036315918,121.952087402344,120.698577880859,120.788467407227,109.313270568848,109.381706237793,0.931570053100586,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.1399993896484,65.463996887207,
45,,,,109.134628295898,110.532775878906,109.615936279297,76.8421096801758,108.820762634277,108.98184967041,110.530899047852,109.475006103516,63.8340148925781,108.668701171875,109.026329040527,110.41136932373,109.506683349609,75.2361907958984,108.711441040039,109.178894042969,110.454833984375,109.236434936523,99.7814178466797,109.137565612793,109.042274475098,110.472717285156,109.101783752441,99.5819244384766,109.000816345215,109.065696716309,110.330383300781,109.122924804688,99.6532516479492,109.023399353027,110.402610778809,110.451385498047,110.451385498047,101.685859680176,110.310829162598,110.279541015625,110.323684692383,110.323684692383,101.706680297852,110.187759399414,110.293357849121,110.350982666016,110.350982666016,101.560958862305,110.20011138916,109.481132507324,109.349960327148,109.369346618652,108.533706665039,108.384712219238,108.420486450195,125.06583404541,124.916839599609,124.952613830566,0.0193855799734592,0.0357689969241619,109.867858886719,109.712707519531,109.763778686523,1.32799255847931,120.735916137695,120.933563232422,121.901885986328,121.952087402344,120.668197631836,120.788467407227,109.33154296875,109.475006103516,0.946828842163086,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.1700057983398,65.4719924926758,
45.125,,,,109.39688873291,110.532775878906,109.61750793457,76.8421096801758,108.8125,109.25414276123,110.530899047852,109.479415893555,63.8340148925781,108.655715942383,109.289428710938,110.41136932373,109.507522583008,75.2361907958984,108.703201293945,109.215286254883,110.454833984375,109.241828918457,99.7814178466797,109.138496398926,109.079978942871,110.472717285156,109.107124328613,99.5819244384766,109.00138092041,109.102355957031,110.330383300781,109.128540039063,99.6532516479492,109.025184631348,110.417770385742,110.451385498047,110.438171386719,101.685859680176,110.326072692871,110.264137268066,110.323684692383,110.284812927246,101.706680297852,110.204627990723,110.314933776855,110.350982666016,110.335189819336,101.560958862305,110.21671295166,109.469078063965,109.344741821289,109.357406616211,108.536598205566,108.387687683105,108.423377990723,125.080764770508,124.931861877441,124.967544555664,0.0126572959125042,0.0356895923614502,109.869491577148,109.714340209961,109.765403747559,1.3266453742981,120.684196472168,120.933563232422,121.873023986816,121.952087402344,120.588073730469,120.788467407227,109.33154296875,109.475006103516,0.943853378295898,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.1999969482422,65.4799957275391,
45.25,,,,109.607849121094,110.532775878906,109.607849121094,76.8421096801758,108.822128295898,109.471862792969,110.530899047852,109.47208404541,63.8340148925781,108.666976928711,109.499908447266,110.41136932373,109.499908447266,75.2361907958984,108.710464477539,109.243865966797,110.454833984375,109.243865966797,99.7814178466797,109.142906188965,109.109809875488,110.472717285156,109.109809875488,99.5819244384766,109.006652832031,109.130920410156,110.330383300781,109.130920410156,99.6532516479492,109.028633117676,110.390518188477,110.451385498047,110.430511474609,101.685859680176,110.358390808105,110.271942138672,110.323684692383,110.319488525391,101.706680297852,110.212028503418,110.295104980469,110.350982666016,110.320571899414,101.560958862305,110.24781036377,109.412399291992,109.288208007813,109.298492431641,108.539276123047,108.39045715332,108.426055908203,125.095458984375,124.946640014648,124.982238769531,0.0102861681953073,0.0356040075421333,109.871017456055,109.715972900391,109.766960144043,1.32552528381348,120.832359313965,120.933563232422,121.986610412598,121.986610412598,120.715057373047,120.788467407227,109.33154296875,109.475006103516,0.94108772277832,109.400001525879,109.199996948242,109.099998474121,108.699996948242,108.099998474121,93.3400115966797,65.4879989624023,
